# Error in z 0.04*(1+z) 
# Error in mu 0.20 for Ia and 1.50 for nonaIa 
# Type=1 for Ia, 0 otherwise 
# cor_z=1 if z_obs correct host, 0 otherwise 
# z_true z_obs z_2 mu_t mu_o type cor_z 
0.016	0.016	0.016	34.207	34.273	1	1
0.016	0.016	0.016	34.254	34.187	1	1
0.02	0.02	0.02	34.716	34.583	1	1
0.021	0.021	0.021	34.911	34.969	1	1
0.022	0.022	0.022	34.954	34.794	1	1
0.024	0.024	0.024	35.147	35.047	1	1
0.025	0.025	0.025	35.255	35.33	1	1
0.025	0.025	0.025	35.282	35.58	1	1
0.025	0.025	0.025	35.282	35.285	1	1
0.025	0.025	0.025	35.289	35.254	1	1
0.026	0.026	0.026	35.312	35.176	1	1
0.026	0.026	0.026	35.344	35.237	1	1
0.026	0.026	0.026	35.374	35.15	1	1
0.027	0.027	0.027	35.413	35.379	1	1
0.028	0.028	0.028	35.486	35.712	1	1
0.028	0.028	0.028	35.524	35.657	1	1
0.029	0.029	0.029	35.555	35.277	1	1
0.03	0.03	0.03	35.679	36.013	1	1
0.03	0.03	0.03	35.682	35.704	1	1
0.03	0.03	0.03	35.692	35.647	1	1
0.03	0.03	0.03	35.7	35.524	1	1
0.032	0.032	0.032	35.78	35.752	1	1
0.035	0.035	0.035	35.98	35.846	1	1
0.035	0.035	0.035	35.994	36.246	1	1
0.035	0.035	0.035	35.995	35.839	1	1
0.035	0.035	0.035	36.038	35.934	1	1
0.036	0.036	0.036	36.093	35.818	1	1
0.038	0.038	0.038	36.215	36.174	1	1
0.041	0.041	0.041	36.371	36.285	1	1
0.043	0.043	0.043	36.453	36.547	1	1
0.044	0.044	0.044	36.519	36.627	1	1
0.046	0.046	0.046	36.608	36.404	1	1
0.046	0.046	0.046	36.633	36.647	1	1
0.047	0.047	0.047	36.649	36.612	1	1
0.047	0.047	0.047	36.672	36.935	1	1
0.05	0.05	0.05	36.796	36.813	1	1
0.052	0.052	0.052	36.894	36.616	1	1
0.054	0.054	0.054	36.996	37.14	1	1
0.056	0.056	0.056	37.046	37.229	1	1
0.056	0.056	0.056	37.054	36.898	1	1
0.056	0.056	0.056	37.062	37.034	1	1
0.057	0.057	0.057	37.091	37.342	1	1
0.057	0.057	0.057	37.092	36.974	1	1
0.057	0.057	0.057	37.113	37.087	1	1
0.058	0.058	0.058	37.157	37.301	1	1
0.059	0.059	0.059	37.159	37.025	1	1
0.062	0.062	0.062	37.277	37.31	1	1
0.062	0.062	0.062	37.281	37.34	1	1
0.063	0.063	0.063	37.332	37.31	1	1
0.064	0.064	0.064	37.372	37.301	1	1
0.064	0.064	0.064	37.38	37.397	1	1
0.066	0.066	0.066	37.436	37.717	1	1
0.067	0.067	0.067	37.452	37.432	1	1
0.067	0.067	0.067	37.482	37.27	1	1
0.067	0.067	0.067	37.483	37.066	1	1
0.068	0.068	0.068	37.505	37.73	1	1
0.068	0.068	0.068	37.508	37.635	1	1
0.069	0.069	0.069	37.527	37.758	1	1
0.069	0.069	0.069	37.529	37.196	1	1
0.069	0.069	0.069	37.533	37.252	1	1
0.07	0.07	0.07	37.578	37.541	1	1
0.072	0.072	0.072	37.617	37.628	1	1
0.072	0.072	0.072	37.632	37.489	1	1
0.073	0.073	0.073	37.662	38.025	1	1
0.075	0.075	0.075	37.735	37.499	1	1
0.076	0.076	0.076	37.752	37.822	1	1
0.077	0.077	0.077	37.774	38.137	1	1
0.078	0.078	0.078	37.804	37.856	1	1
0.078	0.078	0.078	37.814	37.956	1	1
0.079	0.079	0.079	37.841	37.921	1	1
0.079	0.079	0.079	37.855	37.839	1	1
0.08	0.08	0.08	37.877	38.144	1	1
0.082	0.082	0.082	37.925	37.816	1	1
0.083	0.083	0.083	37.956	38.082	1	1
0.086	0.086	0.086	38.036	38.32	1	1
0.091	0.091	0.091	38.168	38.136	1	1
0.094	0.094	0.094	38.232	38.229	1	1
0.094	0.094	0.094	38.245	38.229	1	1
0.095	0.095	0.095	38.276	38.296	1	1
0.096	0.096	0.096	38.292	38.482	1	1
0.096	0.096	0.096	38.293	38.306	1	1
0.103	0.103	0.197	38.458	38.524	1	1
0.105	0.105	0.162	38.496	38.668	1	1
0.106	0.019	0.106	38.512	38.652	1	0
0.106	0.106	0.078	38.519	38.929	1	1
0.107	0.107	0.041	38.546	38.666	1	1
0.109	0.109	0.07	38.594	38.703	1	1
0.11	0.11	0.171	38.597	38.745	1	1
0.11	0.11	0.098	38.609	38.182	1	1
0.111	0.111	0.005	38.618	38.962	1	1
0.111	0.111	0.116	38.625	38.559	1	1
0.111	0.111	0.205	38.625	38.986	1	1
0.112	0.112	0.191	38.64	38.076	1	1
0.112	0.112	0.026	38.658	38.711	1	1
0.113	0.133	0.113	38.677	38.792	1	0
0.114	0.114	0.008	38.692	38.914	1	1
0.115	0.115	0.223	38.701	38.673	1	1
0.115	0.115	0.005	38.707	38.754	1	1
0.116	0.116	0.168	38.736	38.917	1	1
0.117	0.117	0.113	38.745	38.524	1	1
0.117	0.117	0.167	38.748	38.752	1	1
0.118	0.118	0.012	38.773	38.921	1	1
0.119	0.119	0.149	38.789	38.642	1	1
0.119	0.119	0.025	38.792	39.099	1	1
0.12	0.12	0.417	38.803	38.664	1	1
0.12	0.12	0.149	38.811	38.82	1	1
0.12	0.07	0.12	38.817	39.009	1	0
0.122	0.122	0.071	38.841	39.022	1	1
0.123	0.123	0.137	38.872	38.481	0	1
0.124	0.084	0.124	38.882	38.602	1	0
0.124	0.124	0.077	38.884	38.865	1	1
0.126	0.126	0.069	38.932	40.19	0	1
0.13	0.13	0.32	38.996	39.089	1	1
0.131	0.131	0.101	39.012	38.943	1	1
0.132	0.132	0.055	39.034	42.277	0	1
0.132	0.021	0.132	39.038	38.864	1	0
0.132	0.132	0.152	39.04	39.128	1	1
0.133	0.133	0.18	39.047	38.87	1	1
0.133	0.133	0.073	39.048	38.696	1	1
0.133	0.133	0.205	39.056	39.316	1	1
0.134	0.134	0.039	39.062	39.072	1	1
0.134	0.134	0.077	39.063	39.019	1	1
0.135	0.135	0.161	39.079	38.8	1	1
0.135	0.135	0.096	39.08	39.025	1	1
0.136	0.136	0.019	39.097	39.002	1	1
0.136	0.136	0.121	39.097	39.123	1	1
0.138	0.138	0.154	39.132	39.262	1	1
0.139	0.139	0.216	39.148	39.101	1	1
0.14	0.308	0.14	39.166	39.197	1	0
0.141	0.141	0.044	39.193	39.378	1	1
0.141	0.141	0.265	39.195	41.651	0	1
0.142	0.076	0.142	39.204	39.145	1	0
0.142	0.142	0.268	39.206	39.426	1	1
0.142	0.142	0.103	39.207	39.559	1	1
0.143	0.143	0.315	39.221	39.282	1	1
0.147	0.147	0.11	39.294	39.511	1	1
0.148	0.148	0.167	39.299	39.285	1	1
0.148	0.148	0.15	39.309	39.046	1	1
0.15	0.15	0.208	39.334	39.498	1	1
0.153	0.177	0.153	39.379	42.671	0	0
0.153	0.153	0.237	39.379	39.079	1	1
0.153	0.153	0.074	39.388	39.14	1	1
0.154	0.154	0.038	39.401	39.486	1	1
0.156	0.275	0.156	39.421	39.417	1	0
0.157	0.157	0.093	39.437	39.331	1	1
0.157	0.157	0.321	39.449	39.404	1	1
0.158	0.176	0.158	39.457	39.397	1	0
0.158	0.158	0.019	39.465	39.727	1	1
0.159	0.159	0.205	39.48	39.741	1	1
0.161	0.161	0.126	39.5	39.76	0	1
0.161	0.161	0.009	39.502	39.235	1	1
0.162	0.162	0.125	39.512	39.276	1	1
0.165	0.165	0.194	39.56	39.579	1	1
0.168	0.168	0.239	39.605	42.195	0	1
0.168	0.168	0.102	39.606	39.421	1	1
0.169	0.169	0.275	39.622	39.448	1	1
0.17	0.17	0.14	39.639	39.812	1	1
0.171	0.171	0.076	39.642	39.361	1	1
0.172	0.172	0.331	39.659	39.529	1	1
0.172	0.172	0.182	39.661	39.484	1	1
0.172	0.172	0.095	39.661	39.832	1	1
0.172	0.271	0.172	39.667	39.811	1	0
0.172	0.172	0.232	39.667	42.037	0	1
0.174	0.24	0.174	39.686	39.958	1	0
0.174	0.242	0.174	39.695	39.569	1	0
0.174	0.174	0.061	39.695	39.559	1	1
0.175	0.175	0.195	39.702	39.684	1	1
0.176	0.176	0.262	39.72	39.982	1	1
0.177	0.177	0.054	39.728	39.327	1	1
0.177	0.177	0.104	39.732	40.015	1	1
0.177	0.177	0.013	39.733	39.596	1	1
0.178	0.178	0.184	39.746	39.485	1	1
0.179	0.179	0.313	39.751	39.666	1	1
0.179	0.179	0.129	39.756	39.738	1	1
0.18	0.18	0.13	39.774	39.93	1	1
0.184	0.132	0.184	39.823	39.822	1	0
0.186	0.186	0.33	39.844	39.811	1	1
0.186	0.186	0.203	39.844	39.732	1	1
0.19	0.19	0.338	39.9	40.125	1	1
0.191	0.191	0.086	39.908	39.843	1	1
0.191	0.191	0.063	39.91	39.981	1	1
0.191	0.191	0.256	39.914	39.752	1	1
0.191	0.191	0.116	39.917	40.093	1	1
0.193	0.193	0.211	39.94	40.292	1	1
0.194	0.337	0.194	39.952	40.022	1	0
0.196	0.196	0.209	39.975	40.189	1	1
