#z_true 	 z_2 	 mu 	 sig_mu 
0.970932164335	0.925907136763	44.0582006632	0.2
0.262011814747	0.230844354662	40.7181755538	0.2
0.481286674602	0.458100957317	42.2904221824	0.2
0.847495253196	0.759187809463	43.6335515389	0.2
0.434319884248	0.468517414124	41.8978924508	0.2
0.578499906333	0.507048990553	42.8873119143	0.2
0.697220624869	0.76132491127	43.1001987292	0.2
0.103710287881	0.221375218469	38.4521915712	0.2
0.213279031735	0.0142995449895	40.2242875702	0.2
0.893320989447	0.892176451363	43.6414974011	0.2
0.361841766561	0.347916667172	41.3748703257	0.2
0.990436462897	0.970439951402	44.2320227038	0.2
0.876198504724	0.850801179386	43.6653591922	0.2
0.965683274894	0.942682863572	44.2913031776	0.2
0.686340177363	0.660603880974	42.9628528848	0.2
0.849291663324	0.811843517505	43.8369255312	0.2
0.839017495601	0.75624602018	44.0020111756	0.2
0.511826009085	0.582587908044	42.316416158	0.2
0.247737038768	0.0672875723105	40.3835779745	0.2
0.630139101731	0.640721300631	42.7817158442	0.2
0.460647562346	0.584338797691	41.9782403984	0.2
0.517253005168	0.522488431019	42.3715894213	0.2
0.556756859103	0.385960020906	42.5716554067	0.2
0.720034950246	0.748876171231	43.5306874539	0.2
0.579527261072	0.671066835076	42.852936813	0.2
0.976669542775	0.923926090099	43.9384890896	0.2
0.273569982906	0.281839353712	40.8522150091	0.2
0.747151962619	0.948570300053	43.1399329705	0.2
0.186392660085	0.0112077723237	39.3927734266	0.2
0.679187106983	0.529160024152	42.819708456	0.2
0.106215982739	0.0411887478014	38.5001545206	0.2
0.386302352499	0.451651198116	41.4926417219	0.2
0.372473608597	0.33309745152	41.4841188115	0.2
0.136991378896	0.0172350994779	38.9062733119	0.2
0.505708411314	0.382745281564	42.5399354906	0.2
0.248005864211	0.304485030198	40.7238765777	0.2
0.520238992861	0.428529146175	41.9035822759	0.2
0.778505953658	0.769836348153	43.5321895592	0.2
0.880922240352	0.851357322542	43.7511131414	0.2
0.283813669483	0.0701156683314	41.0115809378	0.2
0.67586184986	0.644082672125	42.7784340509	0.2
0.600619906576	0.620368710366	42.5445394018	0.2
0.41510280155	0.311430791969	41.7980762463	0.2
0.203534608145	0.292170784702	40.0251086392	0.2
0.347770980724	0.315882816719	41.0446000609	0.2
0.749245273995	0.778863050792	43.5474333189	0.2
0.396717068805	0.494555255716	41.6851639122	0.2
0.148849752832	0.104832074511	39.4159013552	0.2
0.711841648382	0.619378382182	43.383084438	0.2
0.459686057603	0.53037707292	42.5248380743	0.2
0.100943822466	0.0722468312095	38.7520345281	0.2
0.367996236767	0.155649771105	41.1903083822	0.2
0.186608740208	0.09264121748	39.8556093558	0.2
0.874279997824	0.902819985503	43.858613	0.2
0.220775661571	0.2946521652	40.0990346326	0.2
0.16140183969	0.181914196587	39.2992152704	0.2
0.653333768128	0.5291764324	43.3302011062	0.2
0.921262325377	0.900223237703	43.8663531977	0.2
0.26594570205	0.100746265213	40.7559302155	0.2
0.285409102271	0.270638068622	40.9943426102	0.2
0.58422557393	0.735142462013	42.6751541778	0.2
0.642062968035	0.491964033364	43.0718914369	0.2
0.379394408116	0.280454441054	41.6308670716	0.2
0.61864259044	0.499653050978	42.7099059987	0.2
0.0349810410242	0.164053307677	35.9730849882	0.2
0.953210551833	0.874722148621	44.3609117499	0.2
0.72599597563	0.785014543317	43.6583944879	0.2
0.569798650517	0.535529618316	42.7428349525	0.2
0.970326930051	1.05049733006	43.9837852937	0.2
0.694109515566	0.728167204284	43.5095944037	0.2
0.189915574194	0.214084430584	39.8892772864	0.2
0.98961655414	1.05815933694	44.2135627729	0.2
0.878716756764	0.863828372995	43.7461647767	0.2
0.192784101004	0.179542766465	39.857605248	0.2
0.274834949154	0.30378436828	40.83857811	0.2
0.459104953728	0.531774908047	41.8696104385	0.2
0.970275819979	0.927080480123	44.2706619721	0.2
0.603433840437	0.534305508868	42.8147245138	0.2
0.0825399424481	0.133959023232	37.4918116706	0.2
0.621999930768	0.546602011566	43.0272943458	0.2
0.76534676114	0.598912623519	43.5234471088	0.2
0.146743740743	0.150980614913	39.6784682344	0.2
0.726970063774	0.749741689006	43.3135106267	0.2
0.0158510402681	0.0539713851206	34.4048820169	0.2
0.635879350779	0.548762136905	42.9230335658	0.2
0.572837569067	0.712710446777	42.4926685136	0.2
0.115337819658	0.0823825799103	38.6378738256	0.2
0.240725499702	0.177119177847	40.6735219119	0.2
0.734741023757	0.796867252783	43.2663916791	0.2
0.464474236805	0.506444340339	41.9724886544	0.2
0.582529317896	0.467650694262	42.7650991764	0.2
0.716301646648	0.811728190901	43.1951630374	0.2
0.480622596933	0.476829590233	42.213699299	0.2
0.805653970194	0.751156488679	43.6713442967	0.2
0.299787813721	0.21524993089	41.0350200877	0.2
0.498668630446	0.517663490503	42.5331160824	0.2
0.509838875294	0.503096568686	42.2313044022	0.2
0.499270256773	0.615685612372	42.1202162036	0.2
0.114046179935	0.187238231495	38.5596919399	0.2
0.720684722919	0.921183591615	43.5021554532	0.2
0.899549488706	0.724113062898	44.1346141267	0.2
0.860251245798	0.821876279025	43.4299233498	0.2
0.719867650522	0.807878377035	43.1723694403	0.2
0.195865356412	0.116022269886	39.5575977902	0.2
0.560685251738	0.592464401896	42.1518706161	0.2
0.642409280436	0.68491456291	42.804081605	0.2
0.244795159953	0.161735989296	40.0693665912	0.2
0.774481051574	0.727960682209	43.7989067956	0.2
0.167289859187	0.253927128455	39.6097195395	0.2
0.265144673038	0.2162765306	40.9665908153	0.2
0.455732340626	0.428110189105	42.1486381705	0.2
0.692842930283	0.716988509441	43.0639158507	0.2
0.0501512390751	0.0209813394532	36.7362537116	0.2
0.853958788634	0.920142662481	43.609933309	0.2
0.837404704774	0.777760257011	43.7459236857	0.2
0.370925149389	0.32675939496	41.4267965663	0.2
0.275527421641	0.242409283926	40.6655000142	0.2
0.827914923986	0.818332298255	43.9763837533	0.2
0.226596015619	0.136635876044	40.3149745994	0.2
0.0443451991156	0.159606397107	36.5402597149	0.2
0.717598359014	0.727488376927	43.2302525006	0.2
0.745762072729	0.5717737807	43.2914629524	0.2
0.538118146648	0.5625975453	42.5109288105	0.2
0.402807639671	0.407310340509	41.8937070546	0.2
0.256456071819	0.196375013079	40.7573112763	0.2
0.482014851552	0.430115106699	42.2972546251	0.2
0.496518411312	0.389983340195	42.4463602535	0.2
0.699068968824	0.690909683818	43.2924823536	0.2
0.0784040003521	0.0511326279194	37.7498494068	0.2
0.242314910762	0.196053352406	40.3973324495	0.2
0.99763625811	1.15388722399	44.1737378157	0.2
0.953623592159	0.857005086224	43.9026606511	0.2
0.395817164431	0.458636821098	41.5284352308	0.2
0.0914750335027	0.0653578924685	38.2781932694	0.2
0.766326080628	0.845295787703	43.2920268971	0.2
0.545618656242	0.580447383042	42.3918308336	0.2
0.224750594508	0.286943174344	40.8001946547	0.2
0.474040853934	0.473883376895	42.1844381165	0.2
0.740756979836	0.867106643991	43.4547235378	0.2
0.185174713885	0.286750328157	39.6104305516	0.2
0.152900824698	0.221774909289	39.4550290845	0.2
0.334353926045	0.289386173815	41.3804130524	0.2
0.0733942657223	0.177965095985	37.5687664962	0.2
0.424228928081	0.437177893614	41.8878600044	0.2
0.554486479526	0.474039966154	42.5729997845	0.2
0.275508852944	0.155866313721	40.6234773692	0.2
0.120367928994	0.0205225268588	38.7501207359	0.2
0.773810052477	0.792435674222	43.395693512	0.2
0.702788074482	0.656534050245	43.2161190424	0.2
0.888129173963	0.938442499111	43.6897563225	0.2
0.150442631457	0.323601173066	39.3875124486	0.2
0.858819430849	0.865251458917	43.7486462743	0.2
0.875991107685	1.0315778218	44.0718987245	0.2
0.229600585341	0.202041104445	40.5003820712	0.2
0.885816611967	0.754930287814	43.5664016308	0.2
0.221928600457	0.175013048309	40.2545789047	0.2
0.658893494265	0.717876820932	43.0223056629	0.2
0.595403004522	0.565303616846	43.2358304439	0.2
0.55205148354	0.482439950809	42.2897424086	0.2
0.515834118052	0.665118493692	42.3391639435	0.2
