# Error in mu 0.20
# z   mu
0.016 34.276
0.016 34.345
0.017 34.547
0.019 34.717
0.022 35.288
0.023 34.882
0.023 35.074
0.024 35.680
0.025 35.259
0.026 35.270
0.027 35.284
0.028 35.624
0.029 35.534
0.031 35.526
0.032 35.845
0.032 36.056
0.032 35.961
0.034 35.635
0.037 36.232
0.038 36.167
0.039 35.877
0.042 36.118
0.046 36.822
0.046 36.505
0.046 36.494
0.047 36.612
0.047 36.545
0.049 36.623
0.050 36.971
0.051 36.932
0.054 37.127
0.055 37.247
0.055 36.943
0.056 36.861
0.056 36.853
0.058 37.177
0.058 36.942
0.058 37.037
0.059 37.092
0.059 37.311
0.059 37.122
0.060 36.853
0.060 37.270
0.061 37.865
0.061 37.169
0.061 37.119
0.061 37.009
0.064 37.271
0.064 37.342
0.064 37.246
0.065 36.949
0.066 37.301
0.066 37.825
0.068 37.367
0.069 37.521
0.071 38.100
0.072 37.290
0.072 37.322
0.074 37.700
0.075 37.789
0.076 37.515
0.077 38.001
0.078 37.787
0.081 37.967
0.082 37.712
0.084 37.757
0.086 37.876
0.087 37.678
0.087 38.307
0.087 38.311
0.088 38.183
0.088 37.930
0.089 38.094
0.091 37.998
0.091 37.865
0.093 38.152
0.094 38.109
0.095 37.893
0.096 38.490
0.097 38.102
0.100 38.370
0.100 38.733
0.023 38.672
0.138 38.507
0.104 38.318
0.055 38.047
0.082 38.602
0.126 38.448
0.125 38.446
0.169 38.908
0.082 38.746
0.119 39.011
0.032 38.749
0.105 39.071
0.116 38.746
0.135 38.960
0.105 39.182
0.196 38.834
0.206 38.718
0.196 39.188
0.069 39.140
0.120 38.930
0.096 39.046
0.141 39.191
0.151 38.735
0.099 39.676
0.034 39.088
0.208 39.150
0.163 38.974
0.077 38.812
0.069 39.252
0.096 38.634
0.153 39.202
0.100 38.887
0.167 39.280
0.141 39.152
0.191 39.503
0.111 39.202
0.106 39.679
0.149 39.352
0.168 39.407
0.162 39.236
0.159 39.046
0.122 39.486
0.135 39.616
0.206 39.373
0.091 39.644
0.150 39.479
0.133 39.577
0.041 39.516
0.189 39.724
0.177 39.247
0.097 39.584
0.177 39.195
0.067 39.832
0.162 39.435
0.138 39.335
0.174 39.754
0.193 39.443
0.164 39.485
0.141 39.219
0.163 39.947
0.233 39.160
0.145 39.289
0.183 39.525
0.241 39.423
0.092 39.821
0.182 39.517
0.179 39.302
0.146 39.897
0.220 39.988
0.128 39.749
0.143 39.813
0.151 39.938
0.130 39.542
0.168 39.823
0.150 39.798
0.160 39.664
0.251 39.860
0.215 39.794
0.228 39.775
0.159 39.888
0.257 39.720
0.202 39.741
0.155 39.898
0.144 40.407
0.169 39.947
0.221 39.838
0.192 40.162
0.197 40.022
0.219 39.916
0.225 39.872
0.200 40.054
0.225 40.071
0.185 40.141
0.228 39.990
0.151 40.167
0.176 40.069
0.195 40.292
0.165 39.952
0.213 40.103
0.151 40.057
0.186 39.833
0.210 40.303
0.216 40.182
0.187 40.552
0.308 39.743
0.266 40.038
0.202 40.399
0.311 40.513
0.095 40.094
0.193 40.482
0.087 40.330
0.225 40.596
0.227 40.288
0.211 39.991
0.285 40.169
0.228 40.494
0.272 40.490
0.246 40.102
0.209 40.364
0.209 40.579
0.200 40.292
0.209 40.355
0.314 40.552
0.314 40.284
0.194 40.440
0.226 40.545
0.320 40.269
0.191 40.439
0.137 40.139
0.210 40.558
0.316 39.985
0.263 40.219
0.273 40.694
0.267 40.156
0.176 40.026
0.282 40.665
0.195 40.585
0.251 40.316
0.310 40.677
0.231 40.286
0.255 40.567
0.204 40.632
0.223 41.028
0.195 40.492
0.211 40.610
0.238 40.218
0.296 40.868
0.394 40.663
0.215 41.035
0.126 40.615
0.193 40.397
0.298 40.424
0.333 40.597
0.224 40.975
0.221 40.679
0.178 40.752
0.209 40.687
0.363 40.797
0.295 40.610
0.255 40.914
0.290 41.007
0.305 40.983
0.295 40.360
0.343 40.800
0.303 40.918
0.318 40.839
0.256 40.697
0.271 40.964
0.245 41.105
0.290 40.988
0.226 41.313
0.307 41.102
0.255 41.130
0.287 41.004
0.289 40.822
0.394 41.101
0.392 41.015
0.289 40.924
0.326 40.773
0.230 40.705
0.332 41.263
0.327 41.412
0.255 40.975
0.296 41.114
0.282 41.094
0.322 40.838
0.358 41.470
0.426 41.153
0.298 41.055
0.310 41.466
0.314 41.297
0.340 41.495
0.342 41.257
0.307 41.105
0.364 41.303
0.283 41.143
0.357 41.686
0.368 41.111
0.326 41.281
0.243 41.190
0.311 41.102
0.333 41.340
0.375 41.181
0.366 41.125
0.333 41.127
0.383 41.157
0.259 41.405
0.423 41.483
0.285 40.933
0.277 41.539
0.270 41.291
0.361 41.230
0.362 41.236
0.353 41.479
0.354 41.815
0.356 41.060
0.328 41.366
0.403 41.594
0.314 41.017
0.265 41.425
0.318 41.670
0.435 41.516
0.367 41.418
0.367 41.544
0.387 41.332
0.319 41.639
0.420 41.511
0.411 41.703
0.335 41.953
0.392 41.765
0.403 41.898
0.388 41.141
0.453 41.342
0.328 41.461
0.435 41.546
0.384 41.625
0.344 41.581
0.346 41.665
0.459 41.225
0.297 41.700
0.283 41.096
0.370 41.169
0.201 41.809
0.390 41.725
0.379 41.727
0.411 41.948
0.441 41.430
0.385 41.537
0.310 41.466
0.429 41.593
0.316 41.476
0.404 41.933
0.314 41.035
0.339 41.589
0.411 41.958
0.355 41.526
0.339 42.159
0.401 41.496
0.450 41.827
0.449 41.766
0.397 41.415
0.524 41.922
0.412 42.005
0.270 42.128
0.439 41.830
0.395 41.861
0.349 41.764
0.480 41.890
0.409 41.789
0.324 41.945
0.397 41.654
0.422 41.986
0.370 41.617
0.374 41.649
0.453 41.776
0.303 41.623
0.448 42.156
0.398 41.600
0.468 41.743
0.483 41.906
0.477 42.046
0.490 41.864
0.458 41.488
0.437 41.684
0.476 42.069
0.455 41.781
0.408 42.167
0.418 42.215
0.415 41.727
0.472 41.645
0.528 41.857
0.496 42.164
0.486 42.168
0.421 42.130
0.454 42.156
0.420 41.959
0.470 41.933
0.414 42.444
0.457 41.796
0.383 42.227
0.514 41.846
0.375 42.355
0.355 41.838
0.485 41.879
0.363 41.738
0.409 41.832
0.425 42.084
0.474 41.682
0.562 42.284
0.484 41.749
0.550 42.191
0.472 42.262
0.541 41.901
0.348 42.421
0.478 41.899
0.429 42.268
0.530 42.237
0.511 42.205
0.447 41.853
0.539 41.946
0.504 42.100
0.524 42.330
0.469 42.243
0.363 42.032
0.478 42.417
0.522 42.492
0.377 42.188
0.374 42.194
0.414 42.275
0.394 42.119
0.419 41.940
0.472 42.485
0.494 42.135
0.318 41.969
0.539 42.279
0.454 41.919
0.349 42.149
0.376 42.252
0.473 42.450
0.391 42.287
0.469 42.078
0.502 42.441
0.410 41.859
0.546 41.951
0.461 42.185
0.428 41.766
0.412 41.827
0.539 42.063
0.349 42.266
0.351 42.284
0.397 42.335
0.435 42.610
0.440 41.846
0.469 42.465
0.510 42.095
0.451 42.370
0.483 41.860
0.553 42.000
0.473 41.995
0.396 41.989
0.586 41.902
0.461 41.730
0.477 42.237
0.443 42.126
0.477 42.259
0.455 41.893
0.532 42.330
0.455 41.887
0.444 42.636
0.447 41.980
0.515 42.806
0.505 42.065
0.410 42.368
0.567 42.454
0.468 42.316
0.530 42.463
0.468 42.059
0.484 42.227
0.599 42.754
0.543 42.304
0.572 42.525
0.557 42.298
0.494 42.381
0.566 42.415
0.511 42.479
0.528 42.235
0.435 42.282
0.564 42.405
0.501 42.291
0.584 42.356
0.539 42.294
0.471 42.377
0.580 42.358
0.529 42.045
0.355 42.271
0.425 42.419
0.496 42.586
0.510 42.244
0.620 42.780
0.569 42.410
0.481 42.556
0.492 42.537
0.575 42.759
0.480 42.299
0.324 42.208
0.409 42.443
0.490 42.623
0.568 42.625
0.530 42.528
0.558 42.359
0.488 42.254
0.524 42.454
0.528 42.756
0.545 42.518
0.649 42.329
0.696 42.737
0.556 42.554
0.447 42.274
0.432 42.283
0.555 42.579
0.583 42.420
0.583 42.396
0.545 42.548
0.494 42.549
0.485 42.700
0.550 42.658
0.547 42.723
0.478 42.578
0.601 42.199
0.565 42.351
0.594 42.777
0.628 42.637
0.621 42.713
0.602 42.359
0.605 42.558
0.549 42.238
0.514 42.999
0.615 42.984
0.493 42.537
0.510 42.404
0.584 42.927
0.639 42.691
0.537 42.491
0.624 42.830
0.598 42.143
0.528 42.748
0.611 42.738
0.552 42.133
0.541 42.881
0.574 42.923
0.557 42.656
0.652 42.442
0.572 42.725
0.548 42.723
0.474 42.835
0.659 42.654
0.528 42.791
0.644 42.760
0.672 42.612
0.624 42.775
0.520 42.670
0.540 42.854
0.580 42.490
0.596 42.652
0.450 42.486
0.582 42.496
0.621 43.089
0.610 42.919
0.613 42.605
0.471 42.633
0.627 42.651
0.587 42.691
0.596 42.674
0.634 42.733
0.508 42.905
0.544 42.651
0.556 42.740
0.718 42.809
0.614 42.812
0.583 42.599
0.573 42.609
0.632 42.552
0.635 42.450
0.636 42.649
0.623 42.776
0.693 42.366
0.556 42.768
0.498 42.887
0.583 42.761
0.683 42.671
0.581 42.800
0.638 42.775
0.591 42.830
0.716 42.875
0.603 43.043
0.570 43.119
0.651 42.940
0.665 42.869
0.582 42.996
0.561 42.566
0.645 42.821
0.669 43.017
0.601 42.798
0.621 43.218
0.617 43.024
0.609 43.175
0.521 42.973
0.554 42.998
0.608 42.931
0.677 42.672
0.541 42.703
0.590 42.939
0.543 42.875
0.709 42.790
0.635 42.847
0.617 42.771
0.585 42.739
0.742 43.190
0.606 42.915
0.611 42.965
0.629 42.901
0.676 42.817
0.631 43.021
0.636 43.051
0.601 43.394
0.653 43.273
0.718 42.992
0.613 42.971
0.578 43.450
0.668 42.918
0.688 43.243
0.641 43.194
0.682 43.065
0.644 43.034
0.616 43.810
0.640 42.962
0.564 43.054
0.638 43.174
0.624 43.086
0.602 42.841
0.683 43.073
0.741 43.171
0.684 42.871
0.497 42.859
0.741 42.887
0.649 43.060
0.561 42.696
0.718 42.717
0.714 42.713
0.694 43.381
0.737 42.989
0.591 42.897
0.546 43.173
0.623 43.416
0.786 43.020
0.676 43.065
0.708 43.487
0.628 43.058
0.704 43.185
0.778 42.825
0.713 43.571
0.752 43.186
0.669 43.186
0.618 42.817
0.677 42.941
0.696 43.112
0.709 43.082
0.705 42.787
0.723 43.039
0.622 43.237
0.805 43.312
0.675 43.226
0.622 43.053
0.651 42.770
0.666 43.257
0.772 42.800
0.640 42.900
0.673 43.199
0.571 43.383
0.721 43.294
0.686 43.175
0.774 42.975
0.689 43.477
0.603 43.264
0.672 43.465
0.734 43.577
0.689 43.239
0.617 42.921
0.760 42.948
0.718 43.321
0.588 43.195
0.817 43.105
0.747 43.384
0.738 43.293
0.637 43.326
0.781 42.968
0.730 42.890
0.732 42.995
0.667 42.971
0.618 43.242
0.640 42.987
0.691 43.134
0.728 43.598
0.660 43.143
0.719 43.336
0.690 43.803
0.678 43.114
0.739 43.311
0.613 43.586
0.768 42.928
0.761 43.305
0.644 42.893
0.772 43.439
0.732 43.225
0.727 43.554
0.795 43.602
0.682 43.438
0.619 43.131
0.754 43.152
0.656 43.256
0.712 43.174
0.733 43.162
0.712 43.222
0.694 43.314
0.736 43.277
0.665 43.297
0.680 43.268
0.737 43.489
0.592 43.306
0.710 43.322
0.689 43.580
0.807 43.417
0.699 43.400
0.703 43.116
0.715 43.472
0.803 43.376
0.659 42.999
0.649 43.242
0.731 43.470
0.645 43.188
0.688 43.087
0.752 43.453
0.685 43.434
0.666 43.235
0.838 43.494
0.898 43.440
0.774 43.719
0.749 43.457
0.755 43.346
0.794 43.559
0.736 43.110
0.798 43.571
0.691 43.266
0.762 43.294
0.753 43.198
0.731 43.413
0.755 43.321
0.869 43.519
0.662 43.383
0.745 43.371
0.732 43.416
0.685 43.433
0.822 43.263
0.703 43.326
0.833 43.594
0.737 43.647
0.742 43.113
0.669 43.454
0.874 43.456
0.771 43.399
0.927 43.585
0.837 43.356
0.814 43.512
0.708 43.287
0.789 43.586
0.738 43.408
0.972 43.364
0.681 43.508
0.702 43.732
0.723 43.804
0.844 43.394
0.633 43.593
0.833 43.520
0.798 43.500
0.781 43.096
0.791 43.465
0.784 43.140
0.803 43.478
0.779 43.518
0.841 43.306
0.781 43.352
0.892 43.338
0.637 43.208
0.724 43.106
0.752 43.443
0.845 43.463
0.759 43.498
0.919 43.434
0.797 43.308
0.979 43.600
0.678 43.612
0.915 43.341
0.933 43.577
0.885 43.634
0.648 43.700
0.837 43.213
0.908 43.321
0.821 43.312
0.793 43.304
0.891 43.804
0.840 43.893
0.840 43.586
0.883 43.216
0.765 43.900
0.790 43.021
0.700 43.371
0.781 43.227
0.856 43.771
0.767 43.437
0.814 43.029
0.814 43.660
0.923 43.472
0.812 43.862
0.877 43.800
0.749 43.872
0.914 43.933
0.763 43.801
0.762 43.387
0.680 43.388
0.819 43.456
0.702 43.392
0.803 43.779
0.766 43.642
0.836 43.954
0.905 43.524
0.816 43.672
0.811 43.780
0.803 43.485
0.832 43.650
0.843 43.613
0.855 43.398
0.839 43.538
0.849 43.701
0.836 43.475
0.867 43.372
0.753 43.733
0.795 43.774
0.765 43.317
0.678 43.393
0.883 43.727
0.851 43.376
0.931 43.716
0.735 43.615
0.849 43.852
0.915 43.793
0.945 43.722
0.754 43.829
0.842 44.039
0.842 43.835
0.723 43.778
0.886 43.717
0.874 43.448
0.727 43.944
0.768 43.781
0.888 43.584
0.912 43.572
0.843 43.960
0.917 43.622
0.986 43.809
0.721 43.588
0.750 44.027
0.881 43.753
0.820 43.841
0.911 43.910
0.799 43.688
0.860 44.051
0.813 43.941
0.836 43.759
0.886 43.612
0.799 43.542
0.937 43.977
0.920 43.944
0.786 43.531
0.765 43.829
0.809 43.973
0.934 43.914
1.030 43.427
0.832 43.887
0.858 43.998
0.832 43.777
0.878 43.894
0.829 43.666
0.704 44.288
0.780 44.096
0.844 43.570
0.977 43.893
0.913 43.574
0.924 43.742
0.935 43.676
0.867 43.736
0.809 43.799
0.938 43.708
0.929 44.092
0.860 44.164
0.714 43.813
0.907 43.885
0.875 44.149
0.870 44.148
0.981 43.814
0.963 43.850
0.894 43.989
0.942 43.928
0.884 43.984
0.687 44.022
0.849 43.415
0.750 43.897
0.938 44.178
0.944 43.983
0.868 43.808
0.934 43.916
0.836 43.625
0.882 43.878
0.971 43.761
0.983 43.777
0.863 43.942
0.899 44.243
0.877 43.964
0.869 43.866
0.803 43.900
1.008 44.033
0.896 43.749
0.893 43.704
0.909 44.227
0.818 44.001
0.996 43.825
0.854 44.045
0.874 43.742
0.775 43.923
0.890 43.555
0.866 43.865
0.972 43.685
0.958 44.256
1.057 44.371
1.046 43.741
0.822 44.125
1.101 43.607
0.930 44.112
0.984 43.867
0.901 43.947
0.896 44.122
1.000 43.733
0.890 43.830
1.011 43.713
0.994 43.876
0.874 44.255
0.894 43.918
0.824 44.344
0.937 44.234
1.027 44.247
0.998 44.588
0.861 43.980
0.902 43.948
0.972 43.985
0.800 44.215
0.856 44.161
0.948 44.358
1.036 43.937
0.970 43.961
0.931 43.889
0.854 44.280
1.040 43.683
0.893 43.773
0.860 44.002
1.033 44.063
0.951 43.656
1.095 43.977
0.917 44.322
1.003 43.830
1.062 44.132
0.953 44.290
0.887 44.236
1.030 44.164
0.935 44.491
0.928 44.156
0.999 43.844
1.011 43.906
0.948 44.364
1.136 44.019
0.962 43.763
0.857 43.974
0.946 43.827
0.944 44.031
0.855 44.008
0.950 43.524
1.002 44.351
0.860 44.402
0.910 44.030
1.057 44.097
1.103 44.053
1.088 43.806
0.974 44.125
1.009 43.868
0.953 44.072
1.052 44.223
0.985 44.304
0.935 44.013
1.037 44.315
0.851 44.178
0.923 44.332
0.981 43.990
0.882 43.971
1.241 44.254
1.098 43.977
0.996 44.335
0.930 43.962
1.098 44.048
0.873 44.508
0.847 44.104
